t,x,y,z,yaw
0.0,0.75232041138826,-1.0,1.0,0.0
0.20408163265306123,0.8653274219669995,-0.980005355533767,0.9741167708503223,0.7810269613197072
0.40816326530612246,0.9565403577605394,-0.974353379761731,0.951958956013894,1.5499388568048398
0.6122448979591837,1.0,-0.9787704865019904,0.9348378124614987,2.2948085460413847
0.8163265306122449,0.978252375081065,-0.97965458671281,0.9220672732722605,3.0040818244113208
1.0204081632653061,0.89091033483872,-0.9631434171676417,0.9116449649036221,3.666756648595122
1.2244897959183674,0.7568729245818104,-0.9209571059485888,0.9009545381253256,4.272553797106841
1.4285714285714286,0.6102039161216868,-0.8530369127669434,0.8874416118300915,4.812076318624574
1.6326530612244898,0.48966622188709885,-0.7668983998866973,0.8693141985388902,5.2769552947996115
1.836734693877551,0.42191793523385845,-0.6738119230192613,0.846229255106511,5.659979656513479
2.0408163265306123,0.39851007646727754,-0.5817926126332653,0.8199479847998266,5.955208039910351
2.2448979591836737,0.3838163301307782,-0.5086555166643043,0.7888622332282899,6.158060947126231
2.4489795918367347,0.3729175895807548,-0.48799742238819865,0.7470764739267429,6.26539178214412
2.6530612244897958,0.36096575446211654,-0.5180376999209856,0.6989601205004952,6.275535659887424
2.857142857142857,0.341040148190072,-0.572722210376759,0.6541013083742238,6.188335231438928
3.0612244897959187,0.30813364526939946,-0.6179478010609243,0.6215917250356492,6.005143124792001
3.2653061224489797,0.2613271805943145,-0.6236449591673165,0.6065072118345014,5.72880096327377
3.4693877551020407,0.20415211431747093,-0.5718373149241565,0.608404006000691,5.363595287100472
3.673469387755102,0.1431406097357366,-0.4607184654197446,0.6220128548047487,4.9151910617971435
3.8775510204081636,0.08456402938331564,-0.3045804988061761,0.6399698875856977,4.390543804879943
4.081632653061225,0.02962353175867327,-0.12944224862120524,0.6576774696602143,3.7977916938667633
4.285714285714286,-0.020891813548387206,0.04560497450791057,0.6757579623173324,3.146129329205679
4.4897959183673475,-0.06168748979654337,0.2033274891430581,0.6908196207390356,2.4456651102744056
4.6938775510204085,-0.09184108308990757,0.31803356222857415,0.6956002498570588,1.7072644367933056
4.8979591836734695,-0.11412965223577187,0.371106748875329,0.6841274791705613,0.9423811678665479
5.1020408163265305,-0.13354993637596813,0.36085128010061873,0.6548670275204627,0.16287995301040126
5.3061224489795915,-0.15583848821989432,0.3052087857327006,0.6118339178390203,-0.619147808881355
5.510204081632653,-0.18599209881519663,0.23708487601072137,0.563556648675784,-1.391571527843203
5.714285714285714,-0.22678775603122092,0.19246047728940474,0.5198891088636209,-2.1424095890643073
5.918367346938775,-0.2773031281562852,0.19125310157426645,0.4868065598082081,-2.8600152082551364
6.122448979591837,-0.3315148300874893,0.21468175037363446,0.45977137166405824,-3.5332570932192406
6.326530612244898,-0.38038732696676947,0.24379070744092934,0.431302655478881,-4.151692109259767
6.530612244897959,-0.4189886866564182,0.2820718044085502,0.40169801021320695,-4.705727270084571
6.73469387755102,-0.44725477173731276,0.3295799403668074,0.3738861036522345,-5.186768541453499
6.938775510204081,-0.46852496784376996,0.38333626016523437,0.3509080611513061,-5.5873541493684655
7.142857142857143,-0.4880623290079297,0.4386378702115499,0.3344150268009106,-5.901270324967928
7.346938775510204,-0.5115739098650688,0.4903915221745583,0.3239750855369876,-6.123647690724254
7.551020408163265,-0.5437308132420342,0.5344268919136581,0.3172569058126429,-6.251036792828953
7.755102040816327,-0.586688643476122,0.5688183726914682,0.31102996442427266,-6.281461608129126
7.959183673469388,-0.6386074925816319,0.5952070753925196,0.30302974810261685,-6.214450195630903
8.16326530612245,-0.6924198787599125,0.615524123311394,0.29249400728042846,-6.051042017112542
8.36734693877551,-0.7394563701056109,0.6131676986292058,0.27127806348437306,-5.793771813291976
8.571428571428571,-0.775865589820555,0.5880241001740807,0.23668067484702351,-5.446630285657018
8.775510204081632,-0.8023824991437943,0.5592951257442393,0.19421719124975248,-5.015002193850413
8.979591836734695,-0.8228495807041283,0.550263316175474,0.1526666654074023,-4.505582828825312
9.183673469387756,-0.8427370008420147,0.5779258469296702,0.12030139164782822,-3.926274157415562
9.387755102040817,-0.8676631440312852,0.6474341535806731,0.10238860181113221,-3.2860622492964064
9.591836734693878,-0.9019143501140641,0.7513800513099864,0.1,-2.5948778876534093
9.795918367346939,-0.9469654760811734,0.8739754963612731,0.11002873030255891,-1.8634425257267815
10.0,-1.0,1.0,0.12655092679101784,-1.1031019787090017
